round,w3_update_norm,w3_clipped_norm,w3_grad_norm_before,w3_grad_norm_after,w2_update_norm,w2_clipped_norm,w2_grad_norm_before,w2_grad_norm_after,w1_update_norm,w1_clipped_norm,w1_grad_norm_before,w1_grad_norm_after,rejected_clients,scenario
13.0,0.3812276062681303,0.3812276062681303,0.3812276062681303,0.3812276062681303,0.1588962333446988,0.1588962333446988,0.1588962333446988,0.1588962333446988,0.1394844743208661,0.1394844743208661,0.1394844743208661,0.1394844743208661,,scale_no_defense
14.0,0.4792519698116656,0.4792519698116656,0.4792519698116656,0.4792519698116656,0.1392370011828246,0.1392370011828246,0.1392370011828246,0.1392370011828246,0.1638332991176361,0.1638332991176361,0.1638332991176361,0.1638332991176361,,scale_no_defense
15.0,0.3883960561882222,0.3883960561882222,0.3883960561882222,0.3883960561882222,0.1339535155487286,0.1339535155487286,0.1339535155487286,0.1339535155487286,0.1535690159870293,0.1535690159870293,0.1535690159870293,0.1535690159870293,,scale_no_defense
16.0,0.3615287648987808,0.3615287648987808,0.3615287648987808,0.3615287648987808,0.1230268621774036,0.1230268621774036,0.1230268621774036,0.1230268621774036,0.2661028343739899,0.2661028343739899,0.2661028343739899,0.2661028343739899,,scale_no_defense
17.0,0.5002663308635416,0.5002663308635416,0.5002663308635416,0.5002663308635416,0.1004939058276781,0.1004939058276781,0.1004939058276781,0.1004939058276781,0.2311831651581841,0.2311831651581841,0.2311831651581841,0.2311831651581841,,scale_no_defense
18.0,0.4245142130290881,0.4245142130290881,0.4245142130290881,0.4245142130290881,0.0941582909690403,0.0941582909690403,0.0941582909690403,0.0941582909690403,0.2108998794916169,0.2108998794916169,0.2108998794916169,0.2108998794916169,,scale_no_defense
19.0,0.4277993135495974,0.4277993135495974,0.4277993135495974,0.4277993135495974,0.1062621336295254,0.1062621336295254,0.1062621336295254,0.1062621336295254,0.1391774283950331,0.1391774283950331,0.1391774283950331,0.1391774283950331,,scale_no_defense
20.0,0.4576749457521113,0.4576749457521113,0.4576749457521113,0.4576749457521113,0.1127449245279005,0.1127449245279005,0.1127449245279005,0.1127449245279005,0.3109867411589908,0.3109867411589908,0.3109867411589908,0.3109867411589908,,scale_no_defense
1.0,1.3059973166614909,1.0000000447034827,1.3059973166614909,1.0000000447034827,0.2944651597848706,0.2944651597848706,0.2944651597848706,0.2944651597848706,0.3783953653783638,0.3783953653783638,0.3783953653783638,0.3783953653783638,w3,sign_flip_defended
2.0,1.541445557314976,1.0000000447034827,1.541445557314976,1.0000000447034827,0.3241441307604634,0.3241441307604634,0.3241441307604634,0.3241441307604634,0.4264179945628668,0.4264179945628668,0.4264179945628668,0.4264179945628668,w3,sign_flip_defended
3.0,1.2307931381606452,0.9999999850988388,1.2307931381606452,0.9999999850988388,0.2681903760909612,0.2681903760909612,0.2681903760909612,0.2681903760909612,0.3337397348641576,0.3337397348641576,0.3337397348641576,0.3337397348641576,w3,sign_flip_defended
4.0,1.1764339777039474,0.9999999850988388,1.1764339777039474,0.9999999850988388,0.2189765846589681,0.2189765846589681,0.2189765846589681,0.2189765846589681,0.3949429705425508,0.3949429705425508,0.3949429705425508,0.3949429705425508,w3,sign_flip_defended
